State,Region,City,seller_type,name
Pennsylvania,East,Philadelphia,Individual,Mahindra Bolero SLX
New York,East,New York City,Individual,Toyota Innova 2.5 VX (Diesel) 7 Seater
California,West,Los Angeles,Individual,Toyota Innova 2.5 VX 8 STR
Illinois,Central,Chicago,Individual,Maruti Baleno Zeta Automatic
Pennsylvania,East,Philadelphia,Individual,Maruti Alto LXi BSIII
California,West,Los Angeles,Individual,Maruti Swift VDI BSIV
California,West,Los Angeles,Individual,Volkswagen Vento Diesel Highline
Washington,West,Seattle,Individual,Maruti Ritz VDi
Massachusetts,East,Boston,Individual,Toyota Innova Crysta 2.8 GX AT BSIV
New York,East,New York City,Individual,Mahindra Scorpio 2009-2014 EX 2WD 7S
New York,East,New York City,Individual,Honda Brio S MT
Illinois,Central,Chicago,Individual,Hyundai Elantra CRDi SX
Illinois,Central,Chicago,Individual,Chevrolet Sail Hatchback LS ABS
Illinois,Central,Chicago,Individual,Hyundai Getz GLS
Illinois,Central,Chicago,Individual,Maruti Wagon R VXI BS IV
Florida,South,Miami,Individual,Hyundai i20 Asta Option 1.4 CRDi
District of Columbia,East,Washington,Individual,Hyundai i20 Asta Option 1.4 CRDi
District of Columbia,East,Washington,Individual,Volkswagen Polo Diesel Trendline 1.2L
Pennsylvania,East,Philadelphia,Individual,Tata Indica V2 DL BSIII
Georgia,South,Atlanta,Individual,Maruti Swift Dzire VXi
Pennsylvania,East,Philadelphia,Individual,Maruti Alto K10 2010-2014 VXI
Georgia,South,Atlanta,Individual,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV
Georgia,South,Atlanta,Individual,Hyundai Santa Fe 4WD AT
Georgia,South,Atlanta,Individual,Mahindra Thar DI 4X4
California,West,Los Angeles,Individual,Chevrolet Spark 1.0 LT
New York,East,New York City,Individual,Maruti Swift Dzire VDI
District of Columbia,East,Washington,Individual,Hyundai Verna VTVT 1.6 SX Option
District of Columbia,East,Washington,Individual,Chevrolet Tavera Neo 3 LT 9 Seats BSIII
District of Columbia,East,Washington,Individual,Maruti Ertiga VDI
District of Columbia,East,Washington,Individual,Mahindra Scorpio S4 Plus 4WD
New York,East,New York City,Individual,Tata Indigo LS BSII
California,West,Los Angeles,Individual,Mahindra Scorpio EX
California,West,Los Angeles,Individual,Tata Indica V2 DLS TC
Massachusetts,East,Boston,Individual,Tata Safari DICOR 2.2 EX 4x2
California,West,Los Angeles,Individual,Maruti Wagon R LXI BS IV
Michigan,Central,Detroit,Individual,Maruti 800 AC
Illinois,Central,Chicago,Individual,Renault KWID RXT
Illinois,Central,Chicago,Individual,Mahindra Bolero 2011-2019 EX NON AC
Illinois,Central,Chicago,Individual,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH
Georgia,South,Atlanta,Individual,Hyundai Verna Xi (Petrol)
New York,East,New York City,Individual,Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV
Washington,West,Seattle,Dealer,Tata Tigor 2017-2020 XZ Plus Diesel
Washington,West,Seattle,Dealer,Ford Fiesta Classic 1.4 Duratorq CLXI
Washington,West,Seattle,Dealer,Ford Figo Diesel Titanium
District of Columbia,East,Washington,Dealer,Ford Aspire Titanium Diesel BSIV
District of Columbia,East,Washington,Dealer,Ford Ecosport 1.5 DV5 MT Titanium
New York,East,New York City,Dealer,Ford Fiesta Classic 1.4 Duratorq CLXI
New York,East,New York City,Dealer,Ford Figo Titanium Diesel BSIV
Massachusetts,East,Boston,Dealer,Ford EcoSport 1.5 TDCi Titanium BSIV
Massachusetts,East,Boston,Individual,Hyundai Verna VTVT 1.6 SX Option
New York,East,New York City,Individual,Tata Tiago 1.2 Revotron XZ
Illinois,Central,Chicago,Individual,Mahindra Scorpio S10 7 Seater
Illinois,Central,Chicago,Individual,Tata Nexon 1.5 Revotorq XZA Plus DualTone
Illinois,Central,Chicago,Individual,Honda City 1.5 E MT
California,West,Los Angeles,Individual,Maruti Ritz VDi
Illinois,Central,Chicago,Individual,Ford Fiesta EXi 1.4 TDCi Ltd
Illinois,Central,Chicago,Individual,Tata Indica V2 DLG TC
California,West,Los Angeles,Individual,Maruti Alto LX
District of Columbia,East,Washington,Individual,Maruti Celerio ZXI
Illinois,Central,Highland Park,Individual,Chevrolet Optra Magnum 2.0 LS
Illinois,Central,Highland Park,Individual,Hyundai i10 Magna 1.1L
Illinois,Central,Highland Park,Individual,Hyundai Creta 1.4 CRDi S Plus
Illinois,Central,Hoffman Estates,Individual,Hyundai Xcent 1.2 Kappa S Option
Illinois,Central,Hoffman Estates,Individual,Volkswagen Polo Diesel Highline 1.2L
Illinois,Central,Hoffman Estates,Individual,Hyundai Verna Transform SX VTVT
Illinois,Central,Hoffman Estates,Individual,Honda City i DTEC VX
Illinois,Central,Highland Park,Individual,Maruti Alto LXi
Illinois,Central,Highland Park,Individual,Maruti Swift Dzire VDI
Illinois,Central,Highland Park,Individual,Maruti Alto 800 VXI
Illinois,Central,Highland Park,Individual,Tata Sumo MKII GX BS IV
Illinois,Central,Hoffman Estates,Individual,Toyota Innova Crysta 2.5 VX BS IV
Illinois,Central,Joliet,Individual,Toyota Fortuner 4x2 Manual
Washington,West,Edmonds,Individual,Mahindra Thar CRDe AC
Washington,West,Edmonds,Individual,Mahindra KUV 100 G80 K8
Washington,West,Federal Way,Individual,Mahindra XUV500 W8 2WD
Washington,West,Issaquah,Individual,Toyota Innova 2.5 E Diesel MS 7-seater
Washington,West,Everett,Individual,Maruti Swift Dzire AMT VXI
Washington,West,Edmonds,Individual,Renault KWID RXT Optional
Washington,West,Everett,Individual,Maruti Alto K10 2010-2014 VXI
North Carolina,South,Indian Trail,Individual,Maruti Ertiga SHVS ZDI Plus
North Carolina,South,Indian Trail,Individual,Maruti Alto K10 VXI
Washington,West,Elk Plain,Individual,Ford Figo Aspire 1.5 TDCi Titanium
Washington,West,Elk Plain,Individual,Hyundai Creta 1.6 CRDi SX Option
Washington,West,Elk Plain,Individual,Honda Jazz V CVT
Washington,West,Elk Plain,Individual,Hyundai Grand i10 CRDi Sportz
Washington,West,Elk Plain,Dealer,BMW X6 xDrive30d
North Carolina,South,High Point,Dealer,Maruti Swift Dzire ZXI Plus
Washington,West,Elk Plain,Dealer,Honda Jazz 1.2 V i VTEC
Washington,West,Elk Plain,Dealer,Mercedes-Benz E-Class E250 CDI Avantgarde
North Carolina,South,Indian Trail,Individual,Maruti Ignis 1.3 AMT Zeta
North Carolina,South,Indian Trail,Dealer,Toyota Corolla Altis 1.8 G
North Carolina,South,Indian Trail,Dealer,Toyota Corolla Altis 1.8 VL AT
Iowa,Central,Bettendorf,Dealer,Mercedes-Benz GLA Class 200 CDI SPORT
Iowa,Central,Ankeny,Dealer,Toyota Innova Crysta 2.8 GX AT 8S BSIV
Iowa,Central,Ankeny,Dealer,Kia Seltos HTX Plus AT D
Iowa,Central,Ames,Dealer,Maruti Ciaz RS ZDi Plus SHVS
Iowa,Central,Ames,Dealer,Skoda Rapid 1.5 TDI AT Style Plus
Iowa,Central,Bettendorf,Dealer,Maruti Swift ZXI 2018
Iowa,Central,Ankeny,Dealer,BMW 6 Series GT 630d Luxury Line
Oregon,West,Albany,Dealer,Honda Jazz 1.2 SV i VTEC
Texas,Central,Pharr,Dealer,Toyota Fortuner 2.8 2WD AT BSIV
Texas,Central,Pharr,Dealer,Hyundai Creta 1.6 CRDi SX
Texas,Central,Pharr,Dealer,Toyota Innova Crysta 2.8 ZX AT BSIV
Texas,Central,Pflugerville,Dealer,Hyundai Elite i20 Asta Option CVT BSIV
Texas,Central,Pflugerville,Dealer,Jaguar XE 2016-2019 2.0L Diesel Prestige
Texas,Central,Pharr,Dealer,Lexus ES 300h
Texas,Central,Pflugerville,Dealer,Jaguar XF 2.0 Diesel Portfolio
Texas,Central,Pflugerville,Individual,Tata Safari Storme EX
Texas,Central,Pharr,Individual,Volvo XC40 D4 Inscription BSIV
New Mexico,West,Santa Fe,Trustmark Dealer,Toyota Camry 2.5 Hybrid
Florida,South,Seminole,Trustmark Dealer,Maruti Wagon R LXI
New York,East,Albany,Dealer,Maruti Baleno Alpha 1.3
Florida,South,Seminole,Trustmark Dealer,Toyota Innova 2.5 VX (Diesel) 7 Seater
Florida,South,Seminole,Trustmark Dealer,Maruti Swift AMT VVT VXI
New Mexico,West,Santa Fe,Trustmark Dealer,Toyota Etios VX
Florida,South,Seminole,Dealer,Maruti Swift AMT ZXI
Florida,South,Seminole,Dealer,Hyundai Grand i10 1.2 CRDi Sportz
Florida,South,Seminole,Dealer,BMW X4 M Sport X xDrive20d
New Mexico,West,Santa Fe,Trustmark Dealer,Honda Amaze V CVT Petrol BSIV
North Carolina,South,Gastonia,Dealer,Skoda Rapid 1.6 MPI AT Elegance
North Carolina,South,Garner,Dealer,Volvo V40 D3 R-Design
North Carolina,South,Garner,Dealer,Jaguar XE 2016-2019 2.0L Diesel Prestige
North Carolina,South,Goldsboro,Dealer,Lexus ES 300h
North Carolina,South,Gastonia,Dealer,Jaguar XF 2.0 Diesel Portfolio
North Carolina,South,Greensboro,Individual,Tata Safari Storme EX
North Carolina,South,Greensboro,Individual,Volvo XC40 D4 Inscription BSIV
North Carolina,South,Greensboro,Trustmark Dealer,Toyota Camry 2.5 Hybrid
North Carolina,South,Gastonia,Trustmark Dealer,Maruti Wagon R LXI
North Carolina,South,Gastonia,Dealer,Maruti Baleno Alpha 1.3
North Carolina,South,Greenville,Trustmark Dealer,Honda Jazz VX
North Carolina,South,Greenville,Trustmark Dealer,Toyota Innova 2.5 VX (Diesel) 7 Seater
North Carolina,South,Greenville,Trustmark Dealer,Toyota Etios VX
North Carolina,South,Greensboro,Dealer,Maruti Swift AMT ZXI
North Carolina,South,Goldsboro,Dealer,Hyundai Grand i10 1.2 CRDi Sportz
North Carolina,South,Greensboro,Dealer,BMW X4 M Sport X xDrive20d
North Carolina,South,Goldsboro,Dealer,BMW X4 M Sport X xDrive20d
North Carolina,South,Goldsboro,Trustmark Dealer,Honda Amaze V CVT Petrol BSIV
North Carolina,South,Goldsboro,Dealer,Skoda Rapid 1.6 MPI AT Elegance
North Carolina,South,Goldsboro,Dealer,Volvo V40 D3 R-Design
North Carolina,South,Goldsboro,Dealer,Jaguar XE 2016-2019 2.0L Diesel Prestige
Maryland,East,Dundalk,Dealer,Jaguar XF 2.0 Diesel Portfolio
Maryland,East,Dundalk,Individual,Tata Safari Storme EX
New York,East,Elmira,Individual,Volvo XC40 D4 Inscription BSIV
Maryland,East,Dundalk,Trustmark Dealer,Toyota Camry 2.5 Hybrid
New York,East,East Meadow,Trustmark Dealer,Maruti Wagon R LXI
New York,East,East Meadow,Dealer,Maruti Baleno Alpha 1.3
New York,East,Elmira,Trustmark Dealer,Honda Jazz VX
New York,East,Elmira,Trustmark Dealer,Toyota Innova 2.5 VX (Diesel) 7 Seater
Montana,West,Kalispell,Trustmark Dealer,Toyota Etios VX
Montana,West,Kalispell,Dealer,Maruti Swift AMT ZXI
Maryland,East,Dundalk,Dealer,Hyundai Grand i10 1.2 CRDi Sportz
Maryland,East,Dundalk,Dealer,BMW X4 M Sport X xDrive20d
Montana,West,Kalispell,Dealer,BMW X4 M Sport X xDrive20d
Montana,West,Kalispell,Trustmark Dealer,Honda Amaze V CVT Petrol BSIV
Montana,West,Kalispell,Dealer,Skoda Rapid 1.6 MPI AT Elegance
Maryland,East,Dundalk,Dealer,Volvo V40 D3 R-Design
New York,East,Elmira,Dealer,Jaguar XE 2016-2019 2.0L Diesel Prestige
New York,East,Elmira,Dealer,Lexus ES 300h
Maryland,East,Dundalk,Dealer,Jaguar XF 2.0 Diesel Portfolio
Maryland,East,Dundalk,Individual,Tata Safari Storme EX
Arkansas,South,Little Rock,Individual,Volvo XC40 D4 Inscription BSIV
Arkansas,South,North Little Rock,Trustmark Dealer,Toyota Camry 2.5 Hybrid
Arkansas,South,Little Rock,Trustmark Dealer,Maruti Wagon R LXI
Arkansas,South,Pine Bluff,Dealer,Maruti Baleno Alpha 1.3
Arkansas,South,North Little Rock,Trustmark Dealer,Honda Jazz VX
Arkansas,South,Paragould,Trustmark Dealer,Maruti Swift AMT VVT VXI
Arkansas,South,Paragould,Dealer,Maruti Swift AMT ZXI
Arkansas,South,Paragould,Dealer,Hyundai Grand i10 1.2 CRDi Sportz
Arkansas,South,North Little Rock,Dealer,BMW X4 M Sport X xDrive20d
Arkansas,South,North Little Rock,Dealer,BMW X4 M Sport X xDrive20d
Arkansas,South,North Little Rock,Trustmark Dealer,Honda Amaze V CVT Petrol BSIV
Arkansas,South,Paragould,Dealer,Skoda Rapid 1.6 MPI AT Elegance
Arkansas,South,Paragould,Dealer,Volvo V40 D3 R-Design
Arkansas,South,North Little Rock,Individual,Tata Indigo CS eLX BS IV
Arkansas,South,North Little Rock,Individual,Maruti Celerio ZXI AT
Arkansas,South,Pine Bluff,Individual,Hyundai Grand i10 1.2 CRDi Sportz Option
Arizona,West,Prescott Valley,Individual,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII
Maine,East,Saco,Individual,Tata Indigo CS LS (TDI) BS III
Vermont,East,Rutland,Individual,Renault KWID RXT Optional
Maine,East,Sanford,Individual,Hyundai Xcent 1.2 CRDi S
Arizona,West,Scottsdale,Individual,Chevrolet Sail LT ABS
Maine,East,Brunswick,Individual,Maruti Alto LXI
Connecticut,East,Colchester,Individual,Maruti Ritz VDi
Oklahoma,Central,Norman,Individual,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta
Oklahoma,Central,Norman,Individual,Mahindra Scorpio M2DI
Oklahoma,Central,Norman,Individual,Maruti Vitara Brezza VDi Option
Oklahoma,Central,Norman,Individual,Mahindra Verito 1.5 D6 BSIV
Oklahoma,Central,Muskogee,Individual,Mahindra TUV 300 T8
Oklahoma,Central,Muskogee,Individual,Maruti Wagon R VXI BS IV
Oklahoma,Central,Oklahoma City,Individual,Hyundai Elite i20 Petrol Sportz
Oklahoma,Central,Oklahoma City,Individual,Maruti Alto 800 LXI
Oklahoma,Central,Norman,Individual,Mahindra Verito 1.5 D4 BSIII
Oklahoma,Central,Norman,Individual,Ford Figo Aspire 1.2 Ti-VCT Titanium
Oklahoma,Central,Norman,Individual,Tata Indica V2 DLS
Oklahoma,Central,Oklahoma City,Individual,Chevrolet Tavera Neo 3 9 Str BSIII
Oklahoma,Central,Oklahoma City,Individual,Maruti Vitara Brezza VDi
Oklahoma,Central,Owasso,Individual,Mahindra Bolero 2011-2019 ZLX
Oklahoma,Central,Oklahoma City,Individual,Mahindra Scorpio S10 7 Seater
Oklahoma,Central,Muskogee,Individual,Hyundai i10 Magna 1.1L
Oklahoma,Central,Muskogee,Individual,Mahindra Verito 1.5 D4 BSIV
Oklahoma,Central,Moore,Individual,Chevrolet Spark 1.0 E
Tennessee,South,Collierville,Individual,Ford Figo Diesel ZXI
Tennessee,South,Collierville,Individual,Mahindra Verito 1.5 D4 BSIII
Tennessee,South,Columbia,Individual,Mahindra Bolero 2011-2019 DI NON AC BS III White
Tennessee,South,Cleveland,Individual,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV
Tennessee,South,Columbia,Individual,Maruti Alto K10 LXI
Tennessee,South,Collierville,Individual,Maruti Alto LXi
Tennessee,South,Collierville,Individual,Maruti Wagon R LXI Minor
Tennessee,South,Cleveland,Individual,Mahindra NuvoSport N8 AMT
Tennessee,South,Cleveland,Individual,Hyundai Xcent 1.2 CRDi E
Tennessee,South,Collierville,Individual,Tata Tiago 1.2 Revotron XZ WO Alloy
Alabama,South,Madison,Individual,Mahindra Bolero 2011-2019 SLE
California,West,Huntington Beach,Individual,Maruti Swift Dzire VDI
Alabama,South,Madison,Individual,Maruti Swift Dzire VXI
Maine,East,Lewiston,Individual,Mahindra Bolero 2011-2019 ZLX
New Jersey,East,Avenel,Individual,Tata Zest Revotron 1.2 XT
Alabama,South,Madison,Individual,Renault Scala Diesel RxZ
Alabama,South,Madison,Individual,Ford Figo Diesel LXI
Alabama,South,Madison,Individual,Maruti SX4 Vxi BSIII
Alabama,South,Madison,Individual,Maruti Ertiga VXI Limited Edition
Wisconsin,Central,Eau Claire,Individual,Tata Nano CX
Wisconsin,Central,Eau Claire,Individual,Tata Safari Storme EX
Wisconsin,Central,Fitchburg,Individual,Maruti Ciaz ZDi Plus
Pennsylvania,East,Greensburg,Individual,Renault KWID RXT
Wisconsin,Central,Fitchburg,Individual,Toyota Innova 2.5 G (Diesel) 7 Seater
Pennsylvania,East,Greensburg,Individual,Maruti Alto LX
Pennsylvania,East,Greensburg,Individual,Renault KWID RXT Optional
Pennsylvania,East,Greensburg,Individual,Maruti Wagon R VXI Minor
Wisconsin,Central,Eau Claire,Individual,Maruti Eeco CNG 5 Seater AC BSIV
Wisconsin,Central,Fitchburg,Individual,Mahindra Verito 1.4 G4 BSIV
Wisconsin,Central,Brookfield,Individual,Mahindra Bolero DI
Wisconsin,Central,Fitchburg,Individual,Maruti Ritz VDi
Wisconsin,Central,Fitchburg,Individual,Chevrolet Optra 1.6 LT Royale
Pennsylvania,East,Greensburg,Individual,Hyundai EON Magna Plus
New York,East,Utica,Individual,Chevrolet Spark 1.0 LT
New York,East,Utica,Individual,Maruti Ciaz Alpha Diesel
New York,East,Troy,Individual,Tata Indica V2 DLS TC
New York,East,Troy,Individual,Chevrolet Sail 1.2 LT ABS
New York,East,Troy,Individual,Maruti Omni MPI STD BSIV
New York,East,Troy,Individual,Mahindra Xylo D4 BSIII
New York,East,Valley Stream,Individual,Maruti Eeco CNG 5 Seater AC BSIV
New York,East,Troy,Individual,Hyundai Elite i20 Sportz Plus CVT BSIV
New York,East,Valley Stream,Individual,Hyundai i20 Active 1.4
New York,East,Valley Stream,Individual,Hyundai Xcent 1.2 VTVT SX
New York,East,Troy,Individual,Maruti Swift Dzire 1.2 Vxi BSIV
New York,East,Valley Stream,Individual,Maruti Alto LXi
New York,East,Troy,Individual,Hyundai Getz GLX
New York,East,Utica,Individual,Hyundai i10 Sportz AT
New York,East,Utica,Individual,Maruti Eeco 5 Seater AC BSIV
New York,East,Utica,Individual,Tata Manza Aura Plus Safire
New York,East,Valley Stream,Individual,Honda BR-V i-VTEC E MT
New York,East,Utica,Individual,Maruti Vitara Brezza ZDi Plus AMT Dual Tone
Oregon,West,Troutdale,Individual,Maruti 800 Std BSII
Florida,South,Titusville,Individual,Maruti Ritz VDi
Florida,South,Titusville,Individual,Maruti Wagon R VXi BSII
Oregon,West,Troutdale,Individual,Mercedes-Benz New C-Class 220 CDI AT
Florida,South,Tampa,Individual,Hyundai i20 Era Diesel
Florida,South,Tampa,Individual,Toyota Innova 2.5 GX 8 STR
Florida,South,Tamarac,Individual,Hyundai Getz GLE
South Carolina,South,Taylors,Individual,Maruti Ciaz VDi Plus SHVS
South Carolina,South,Taylors,Individual,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV
South Carolina,South,Taylors,Individual,Chevrolet Aveo U-VA 1.2 LS
Florida,South,Tampa,Individual,Hyundai Getz GLE
Oregon,West,Troutdale,Individual,Maruti Swift Glam
Oregon,West,Troutdale,Individual,Honda City 1.5 EXI
Oregon,West,Troutdale,Individual,Maruti Alto LX
Florida,South,Tampa,Individual,Tata Nano Cx BSIV
South Carolina,South,Taylors,Individual,Renault Lodgy World Edition 110PS
Florida,South,Tampa,Individual,Renault KWID RXL
Michigan,Central,Canton,Individual,Maruti Wagon R VXI 1.2
Michigan,Central,Dearborn,Individual,Mahindra Bolero 2011-2019 Plus AC
Michigan,Central,Dearborn,Individual,Hyundai i20 1.2 Asta
Michigan,Central,Dearborn Heights,Individual,Honda BRV i-DTEC V MT
Michigan,Central,Canton,Individual,Tata Indigo CR4
Michigan,Central,Canton,Individual,Hyundai i20 1.2 Asta Option
New York,East,Bethpage,Individual,Maruti Ritz VXI
Michigan,Central,Dearborn,Individual,Tata Indigo CS LS (TDI) BS-III
Michigan,Central,Clinton,Individual,Maruti Swift Dzire VDI
Michigan,Central,Clinton,Individual,Maruti Swift VDI BSIV
Michigan,Central,Clinton,Individual,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH
Michigan,Central,Dearborn Heights,Individual,Tata Manza Aura Quadrajet
Michigan,Central,Dearborn Heights,Individual,Ford Fiesta 1.4 Duratec EXI
Michigan,Central,Canton,Individual,Hyundai i20 Active S Diesel
New York,East,Bethpage,Individual,Mahindra Scorpio LX 2.6 Turbo
Michigan,Central,Dearborn,Individual,Tata Safari DICOR 2.2 EX 4x2
Michigan,Central,Clinton,Individual,Volkswagen Vento Diesel Highline
Florida,South,West Palm Beach,Individual,Chevrolet Beat LT
Wisconsin,Central,Watertown,Individual,Maruti Alto LX
Wisconsin,Central,Watertown,Individual,Hyundai Xcent 1.1 CRDi S Option
Oregon,West,West Linn,Individual,Renault Pulse RxZ
Oregon,West,West Linn,Individual,Tata Indica Vista Quadrajet VX
Oregon,West,West Linn,Individual,Ford EcoSport 1.5 TDCi Titanium Plus BSIV
Wisconsin,Central,Watertown,Individual,Ford Figo Diesel Titanium
Oregon,West,West Linn,Individual,Hyundai Xcent 1.2 CRDi SX
Oregon,West,West Linn,Individual,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel)
Florida,South,West Palm Beach,Individual,Hyundai Santa Fe 2WD AT
Wisconsin,Central,Watertown,Individual,Chevrolet Optra Magnum 1.6 LT Petrol
Wisconsin,Central,Watertown,Individual,Tata New Safari DICOR 2.2 EX 4x2
California,West,Los Altos,Individual,Honda Accord 2.4 AT
California,West,Los Gatos,Individual,Maruti Swift AMT VXI
California,West,Los Banos,Individual,Maruti Swift Dzire VDI
California,West,Los Altos,Individual,Tata Safari Storme VX
California,West,Los Altos,Individual,Maruti Swift Dzire VDI
California,West,Los Altos,Individual,Hyundai i20 Sportz 1.4 CRDi
New Jersey,East,Millville,Individual,Hyundai i10 Sportz
New Hampshire,East,Merrimack,Individual,Maruti Swift Dzire VDI
California,West,Los Altos,Individual,Honda City 1.5 V Elegance
California,West,Los Banos,Individual,Maruti Alto 800 LXI
California,West,Los Altos,Individual,Renault KWID RXT
California,West,Long Beach,Individual,Ford Figo Diesel EXI
California,West,Manhattan Beach,Individual,Renault Duster 110PS Diesel RxL
California,West,Manhattan Beach,Individual,Maruti Swift ZDi
California,West,Los Gatos,Individual,Maruti Wagon R LXI
California,West,Los Gatos,Individual,Maruti Wagon R AX
California,West,Los Gatos,Individual,Hyundai Verna 1.4 VTVT
California,West,Los Gatos,Individual,Hyundai Grand i10 1.2 CRDi Asta
California,West,Los Banos,Individual,Mahindra Scorpio 1.99 S10
California,West,Los Banos,Individual,Hyundai i20 1.2 Asta
California,West,Los Altos,Individual,Maruti Alto 800 LXI
Maine,East,Westbrook,Individual,Maruti Eeco 5 Seater AC BSIV
California,West,Manhattan Beach,Individual,Nissan Terrano XE 85 PS
California,West,Manhattan Beach,Individual,Maruti Swift VXI
California,West,Manhattan Beach,Individual,Maruti Alto K10 VXI
California,West,Manhattan Beach,Individual,Maruti Swift Dzire VDI
New Jersey,East,Newark,Individual,Maruti Omni MPI CARGO BSIV
Connecticut,East,Norwich,Individual,Hyundai Grand i10 CRDi Magna
California,West,Los Gatos,Individual,Maruti Celerio VDi
Florida,South,Miramar,Individual,Mahindra Marazzo M6
Florida,South,Miramar,Individual,Maruti Swift Vdi BSIII
Florida,South,Miramar,Individual,Toyota Innova 2.5 GX (Diesel) 8 Seater
Florida,South,Miramar,Individual,Mahindra XUV500 W8 2WD
Idaho,West,Boise,Dealer,Ford Ecosport 1.0 Ecoboost Titanium Optional
Florida,South,Miramar,Individual,Hyundai Santro Xing GLS
Florida,South,Miramar,Individual,Chevrolet Beat Diesel LT
Idaho,West,Boise,Dealer,Honda Brio Exclusive Edition
Florida,South,Miramar,Individual,Renault Duster 110PS Diesel RxL
California,West,Lemon Grove,Individual,Hyundai Xcent 1.2 CRDi SX
California,West,Lemon Grove,Individual,Renault Duster 110PS Diesel RxZ
New Jersey,East,Irvington,Individual,Maruti Ertiga BSIV VXI
New Jersey,East,Maple Shade,Individual,Renault Duster 110PS Diesel RxZ
California,West,Lemon Grove,Individual,Maruti Eeco CNG 5 Seater AC BSIV
California,West,Lemon Grove,Individual,Hyundai i20 Magna 1.4 CRDi (Diesel)
New York,East,Holbrook,Individual,Volkswagen Vento Diesel Comfortline
New York,East,Holbrook,Individual,Maruti Alto LXi BSIII
New York,East,Holbrook,Individual,Tata New Safari DICOR 2.2 EX 4x2
Massachusetts,East,Westford,Individual,Hyundai Santro Xing GLS
New Jersey,East,Paterson,Individual,Hyundai i10 Magna 1.2 iTech SE
New York,East,Holbrook,Individual,Maruti Swift LDI Optional
New York,East,Holbrook,Individual,Hyundai i20 1.2 Magna Executive
New York,East,Holbrook,Individual,Volkswagen Vento Diesel Highline
Minnesota,Central,Brooklyn Center,Individual,Toyota Innova Crysta 2.4 VX MT BSIV
Minnesota,Central,Brooklyn Center,Individual,Hyundai EON Magna Plus
Minnesota,Central,Brooklyn Park,Individual,Hyundai i10 Sportz
Minnesota,Central,Burnsville,Dealer,Mahindra Ssangyong Rexton RX7
Minnesota,Central,Brooklyn Park,Dealer,Honda Jazz 1.2 V i VTEC
Minnesota,Central,Burnsville,Dealer,Tata Tigor 1.2 Revotron XZA
Minnesota,Central,Bloomington,Dealer,Honda City 1.5 V MT Sunroof
Minnesota,Central,Blaine,Dealer,Maruti S-Cross 2017-2020 Sigma DDiS 200 SH
Minnesota,Central,Blaine,Dealer,Mahindra Scorpio S4 Plus
Minnesota,Central,Blaine,Dealer,Mahindra Scorpio S4 Plus 4WD
Minnesota,Central,Burnsville,Dealer,Hyundai i20 1.4 CRDi Magna
Minnesota,Central,Brooklyn Park,Dealer,Tata Tiago XT
Minnesota,Central,Brooklyn Center,Dealer,Mahindra TUV 300 T4 Plus
Minnesota,Central,Burnsville,Dealer,Honda City 1.5 V MT
Minnesota,Central,Brooklyn Park,Dealer,Honda Brio S MT
Minnesota,Central,Brooklyn Center,Dealer,Mahindra Scorpio S4 7 Seater
Minnesota,Central,Brooklyn Center,Dealer,Honda City i-VTEC S
Georgia,South,Atlanta,Dealer,Maruti Wagon R VXI
Georgia,South,Atlanta,Individual,Maruti 800 DX 5 Speed
Georgia,South,Augusta,Dealer,Ford Ecosport 1.5 DV5 MT Titanium
Georgia,South,Augusta,Dealer,Maruti Wagon R VXI
Georgia,South,Columbus,Individual,Hyundai i10 Magna 1.2 iTech SE
Georgia,South,Columbus,Dealer,Hyundai Santro Magna
Georgia,South,Columbus,Dealer,Hyundai i20 Asta Option 1.2
Georgia,South,Columbus,Dealer,Hyundai i20 Asta Option 1.4 CRDi
Georgia,South,Columbus,Individual,Hyundai Xcent 1.2 VTVT S
Georgia,South,Augusta,Individual,Hyundai Verna 1.6 VTVT S Option
Georgia,South,Atlanta,Dealer,Honda City i DTec V
Georgia,South,Augusta,Individual,Mahindra Bolero DI AC BSIII
Georgia,South,Columbus,Individual,Skoda Rapid 1.6 MPI Ambition Plus
Georgia,South,Dalton,Dealer,Nissan Terrano XL D Option
Georgia,South,Columbus,Dealer,Honda Amaze S Diesel
Georgia,South,Augusta,Dealer,Toyota Innova Crysta 2.4 G MT 8 STR
Texas,Central,Cedar Hill,Dealer,Honda Jazz 1.2 S i VTEC
Texas,Central,Carrollton,Dealer,Toyota Etios Liva 1.4 GD
Texas,Central,Carrollton,Dealer,Mahindra Bolero B2
Texas,Central,Carrollton,Dealer,Maruti Ignis 1.2 AMT Alpha BSIV
Texas,Central,Carrollton,Individual,Maruti Vitara Brezza ZDi Plus
Texas,Central,Cedar Park,Individual,Nissan Sunny XV
Texas,Central,Burleson,Individual,Ford Fiesta EXi 1.4 TDCi Ltd
Texas,Central,Burleson,Individual,Tata Indica Vista Aqua 1.3 Quadrajet
