sales_id,ad_placed_on,sold_on,original_selling_price,Region,State,City,seller_type,owner,car_id
1138,1/31/2021 5:19:00 PM,2/6/2021 11:04:00 AM,503000,East,Maryland,Dundalk,Individual,First Owner,124614
1139,1/31/2021 5:31:00 PM,2/7/2021 8:28:00 AM,3800000,South,Arkansas,Little Rock,Individual,First Owner,124615
1140,1/31/2021 5:33:00 PM,2/9/2021 12:42:00 PM,2000000,South,Arkansas,North Little Rock,Trustmark Dealer,First Owner,124616
1141,1/31/2021 5:36:00 PM,3/15/2021 1:11:00 PM,225000,South,Arkansas,Little Rock,Trustmark Dealer,First Owner,124617
1142,1/31/2021 5:40:00 PM,2/20/2021 3:19:00 PM,740000,South,Arkansas,Pine Bluff,Dealer,First Owner,124618
1143,1/31/2021 5:43:00 PM,2/14/2021 12:47:00 PM,550000,South,Arkansas,North Little Rock,Trustmark Dealer,First Owner,124619
1144,1/31/2021 5:48:00 PM,null,750000,South,Arkansas,Paragould,Trustmark Dealer,Second Owner,124620
1145,1/31/2021 5:54:00 PM,3/30/2021 1:22:00 PM,650000,South,Arkansas,Paragould,Trustmark Dealer,First Owner,124621
1146,1/31/2021 5:57:00 PM,null,625000,South,Arkansas,Pine Bluff,Trustmark Dealer,First Owner,124622
1147,1/31/2021 6:44:00 PM,2/14/2021 4:27:00 PM,600000,South,Arkansas,Paragould,Dealer,First Owner,124623
1148,1/31/2021 6:49:00 PM,2/8/2021 3:05:00 PM,450000,South,Arkansas,Paragould,Dealer,First Owner,124624
1149,1/31/2021 6:59:00 PM,2/20/2021 2:33:00 PM,5400000,South,Arkansas,North Little Rock,Dealer,First Owner,124625
1150,1/31/2021 7:07:00 PM,2/14/2021 11:12:00 AM,5500000,South,Arkansas,North Little Rock,Dealer,First Owner,124626
1151,1/31/2021 7:17:00 PM,2/8/2021 7:21:00 AM,779000,South,Arkansas,North Little Rock,Trustmark Dealer,First Owner,124627
1152,1/31/2021 8:04:00 PM,2/7/2021 12:11:00 PM,645000,South,Arkansas,Paragould,Dealer,First Owner,124628
1153,1/31/2021 8:16:00 PM,3/2/2021 4:59:00 PM,2475000,South,Arkansas,Paragould,Dealer,First Owner,124629
1154,1/31/2021 8:17:00 PM,2/7/2021 8:33:00 AM,385000,South,Arkansas,North Little Rock,Individual,First Owner,124630
1155,1/31/2021 9:11:00 PM,3/13/2021 12:09:00 PM,400000,South,Arkansas,North Little Rock,Individual,First Owner,124631
1156,1/31/2021 9:14:00 PM,2/13/2021 2:55:00 PM,550000,South,Arkansas,Pine Bluff,Individual,First Owner,124632
1157,1/31/2021 9:39:00 PM,2/8/2021 2:14:00 PM,270000,West,Arizona,Prescott Valley,Individual,First Owner,124633
1158,1/31/2021 9:57:00 PM,2/8/2021 2:47:00 PM,200000,East,Maine,Saco,Individual,Second Owner,124634
1159,1/31/2021 10:31:00 PM,2/15/2021 1:55:00 PM,310000,East,Vermont,Rutland,Individual,First Owner,124635
1160,1/31/2021 11:18:00 PM,2/16/2021 11:49:00 AM,700000,East,Maine,Sanford,Individual,First Owner,124636
1161,1/31/2021 11:37:00 PM,2/13/2021 1:23:00 PM,480000,West,Arizona,Scottsdale,Individual,Second Owner,124637
1162,2/1/2021 12:04:00 AM,null,90000,East,New Jersey,Willingboro,Individual,Second Owner,124638
1163,2/1/2021 8:42:00 AM,2/7/2021 4:51:00 PM,80000,East,Maine,Brunswick,Individual,Second Owner,124639
1164,2/1/2021 8:42:00 AM,2/17/2021 5:32:00 PM,350000,East,Connecticut,Colchester,Individual,First Owner,124640
1165,2/1/2021 8:45:00 AM,2/15/2021 7:37:00 PM,600000,Central,Oklahoma,Norman,Individual,First Owner,124641
1166,2/1/2021 9:08:00 AM,2/7/2021 11:28:00 AM,350000,Central,Oklahoma,Norman,Individual,Third Owner,124642
1167,2/1/2021 9:08:00 AM,2/15/2021 12:47:00 PM,770000,Central,Oklahoma,Norman,Individual,First Owner,124643
1168,2/1/2021 9:12:00 AM,2/13/2021 9:22:00 AM,350000,Central,Oklahoma,Norman,Individual,First Owner,124644
1169,2/1/2021 9:24:00 AM,null,600000,Central,Oklahoma,Moore,Individual,Third Owner,124645
1170,2/1/2021 9:54:00 AM,2/6/2021 3:35:00 PM,750000,Central,Oklahoma,Muskogee,Individual,First Owner,124646
1171,2/1/2021 10:11:00 AM,2/15/2021 3:40:00 PM,340000,Central,Oklahoma,Muskogee,Individual,First Owner,124647
1172,2/1/2021 10:13:00 AM,2/13/2021 8:01:00 AM,650000,Central,Oklahoma,Oklahoma City,Individual,First Owner,124648
1173,2/1/2021 10:40:00 AM,null,300000,Central,Oklahoma,Oklahoma City,Individual,First Owner,124649
1174,2/1/2021 11:13:00 AM,2/7/2021 5:42:00 PM,204999,Central,Oklahoma,Oklahoma City,Individual,Second Owner,124650
1175,2/1/2021 11:42:00 AM,2/15/2021 3:14:00 PM,254999,Central,Oklahoma,Norman,Individual,Second Owner,124651
1176,2/1/2021 11:53:00 AM,2/16/2021 10:54:00 AM,650000,Central,Oklahoma,Norman,Individual,First Owner,124652
1177,2/1/2021 12:03:00 PM,null,280000,Central,Oklahoma,Norman,Individual,Second Owner,124653
1178,2/1/2021 12:16:00 PM,2/8/2021 8:32:00 AM,100000,Central,Oklahoma,Norman,Individual,First Owner,124654
1179,2/1/2021 12:34:00 PM,2/8/2021 3:45:00 PM,575000,Central,Oklahoma,Oklahoma City,Individual,Second Owner,124655
1180,2/1/2021 12:44:00 PM,2/8/2021 9:23:00 AM,780000,Central,Oklahoma,Oklahoma City,Individual,First Owner,124656
1181,2/1/2021 12:50:00 PM,2/8/2021 12:36:00 PM,467000,Central,Oklahoma,Owasso,Individual,First Owner,124657
1182,2/1/2021 1:01:00 PM,3/2/2021 10:14:00 AM,1050000,Central,Oklahoma,Oklahoma City,Individual,First Owner,124658
1183,2/1/2021 12:59:00 PM,2/16/2021 10:41:00 AM,225000,Central,Oklahoma,Muskogee,Individual,Second Owner,124659
1187,2/1/2021 1:01:00 PM,2/9/2021 12:32:00 PM,260000,Central,Oklahoma,Muskogee,Individual,Second Owner,124663
1188,2/1/2021 1:08:00 PM,2/13/2021 1:07:00 PM,90000,Central,Oklahoma,Moore,Individual,Second Owner,124664
1189,2/1/2021 1:18:00 PM,2/9/2021 8:08:00 AM,280000,South,Tennessee,Collierville,Individual,First Owner,124665
1190,2/1/2021 1:21:00 PM,2/13/2021 9:05:00 AM,350000,South,Tennessee,Collierville,Individual,Second Owner,124666
1191,2/1/2021 1:27:00 PM,null,229999,South,Tennessee,Collierville,Individual,Second Owner,124667
1192,2/1/2021 1:53:00 PM,2/10/2021 9:32:00 AM,550000,South,Tennessee,Columbia,Individual,Second Owner,124668
1193,2/1/2021 1:53:00 PM,2/10/2021 2:35:00 PM,850000,South,Tennessee,Cleveland,Individual,Second Owner,124669
1194,2/1/2021 1:56:00 PM,null,370000,South,Tennessee,Columbia,Individual,Third Owner,124670
1195,2/1/2021 2:17:00 PM,2/10/2021 8:18:00 AM,250000,South,Tennessee,Columbia,Individual,First Owner,124671
1196,2/1/2021 2:38:00 PM,2/7/2021 11:27:00 AM,95000,South,Tennessee,Collierville,Individual,Second Owner,124672
1197,2/1/2021 2:39:00 PM,2/15/2021 2:25:00 PM,180000,South,Tennessee,Collierville,Individual,Second Owner,124673
1198,2/1/2021 2:45:00 PM,2/14/2021 11:58:00 AM,650000,South,Tennessee,Cleveland,Individual,First Owner,124674
1199,2/1/2021 2:51:00 PM,2/7/2021 11:15:00 AM,530000,South,Tennessee,Cleveland,Individual,First Owner,124675
1200,2/1/2021 2:58:00 PM,null,610000,South,Tennessee,Cleveland,Individual,First Owner,124676
1202,2/1/2021 3:21:00 PM,null,265000,South,Tennessee,Columbia,Individual,First Owner,124678
1203,2/1/2021 3:25:00 PM,2/6/2021 9:17:00 AM,560000,South,Tennessee,Collierville,Individual,First Owner,124679
1204,2/1/2021 3:28:00 PM,2/7/2021 5:53:00 PM,430000,South,Alabama,Madison,Individual,First Owner,124680
1205,2/1/2021 3:30:00 PM,2/9/2021 12:17:00 PM,711000,West,California,Huntington Beach,Individual,First Owner,124681
1206,2/1/2021 3:41:00 PM,2/13/2021 7:38:00 AM,511000,South,Alabama,Madison,Individual,First Owner,124682
1207,2/1/2021 3:42:00 PM,3/2/2021 4:22:00 PM,450000,East,Maine,Lewiston,Individual,First Owner,124683
1208,2/1/2021 3:47:00 PM,3/9/2021 6:52:00 PM,325000,East,New Jersey,Avenel,Individual,First Owner,124684
1209,2/1/2021 4:03:00 PM,2/7/2021 11:12:00 AM,434999,South,Alabama,Madison,Individual,First Owner,124685
1210,2/1/2021 4:15:00 PM,2/15/2021 9:25:00 AM,210000,South,Alabama,Madison,Individual,Second Owner,124686
1212,2/1/2021 5:01:00 PM,2/16/2021 3:58:00 AM,160000,South,Alabama,Madison,Individual,Second Owner,124688
1213,2/1/2021 5:21:00 PM,2/7/2021 1:23:00 PM,650000,South,Alabama,Madison,Individual,Second Owner,124689
1215,2/1/2021 5:24:00 PM,null,320000,Central,Wisconsin,Eau Claire,Individual,First Owner,124691
1216,2/1/2021 5:31:00 PM,null,290000,East,Pennsylvania,Greensburg,Individual,First Owner,124692
1218,2/1/2021 5:39:00 PM,2/16/2021 1:28:00 PM,80000,Central,Wisconsin,Eau Claire,Individual,First Owner,124694
1219,2/1/2021 5:45:00 PM,3/10/2021 5:12:00 PM,1100000,Central,Wisconsin,Eau Claire,Individual,First Owner,124695
1220,2/1/2021 6:00:00 PM,2/10/2021 11:13:00 AM,600000,Central,Wisconsin,Fitchburg,Individual,First Owner,124696
1221,2/1/2021 6:22:00 PM,2/17/2021 1:42:00 PM,340000,East,Pennsylvania,Greensburg,Individual,First Owner,124697
1222,2/1/2021 6:29:00 PM,2/22/2021 12:51:00 PM,750000,Central,Wisconsin,Fitchburg,Individual,First Owner,124698
1223,2/1/2021 6:39:00 PM,2/15/2021 2:41:00 PM,100000,East,Pennsylvania,Greensburg,Individual,First Owner,124699
1224,2/1/2021 6:41:00 PM,2/14/2021 1:23:00 PM,395000,East,Pennsylvania,Greensburg,Individual,First Owner,124700
1225,2/1/2021 8:22:00 PM,3/1/2021 5:46:00 AM,200000,East,Pennsylvania,Greensburg,Individual,First Owner,124701
1226,2/1/2021 8:48:00 PM,2/10/2021 2:38:00 PM,450000,Central,Wisconsin,Eau Claire,Individual,First Owner,124702
1227,2/1/2021 8:54:00 PM,2/17/2021 2:57:00 PM,180000,Central,Wisconsin,Fitchburg,Individual,Second Owner,124703
1228,2/1/2021 8:59:00 PM,2/8/2021 3:51:00 PM,190000,Central,Wisconsin,Brookfield,Individual,Second Owner,124704
1229,2/1/2021 9:07:00 PM,null,310000,East,Pennsylvania,Greensburg,Individual,First Owner,124705
1230,2/1/2021 9:13:00 PM,2/8/2021 12:15:00 PM,351000,Central,Wisconsin,Fitchburg,Individual,Second Owner,124706
1231,2/1/2021 9:33:00 PM,2/14/2021 3:12:00 PM,190000,Central,Wisconsin,Fitchburg,Individual,Second Owner,124707
1232,2/1/2021 9:45:00 PM,2/7/2021 10:58:00 AM,225000,East,Pennsylvania,Greensburg,Individual,Second Owner,124708
1233,2/1/2021 10:23:00 PM,2/14/2021 10:54:00 AM,130000,East,New York,Utica,Individual,First Owner,124709
1234,2/1/2021 10:26:00 PM,2/9/2021 3:25:00 PM,1000000,East,New York,Utica,Individual,First Owner,124710
1235,2/1/2021 10:29:00 PM,2/7/2021 12:05:00 PM,55000,East,New York,Troy,Individual,Third Owner,124711
1236,2/1/2021 10:31:00 PM,2/9/2021 7:32:00 PM,330000,East,New York,Troy,Individual,First Owner,124712
1237,2/1/2021 10:44:00 PM,2/7/2021 4:58:00 PM,166000,East,New York,Troy,Individual,First Owner,124713
1238,2/1/2021 10:59:00 PM,2/8/2021 10:48:00 AM,200000,East,New York,Troy,Individual,First Owner,124714
1239,2/1/2021 11:33:00 PM,null,140000,East,New York,Utica,Individual,Third Owner,124715
1240,2/1/2021 11:18:00 PM,2/9/2021 10:57:00 AM,370000,East,New York,Valley Stream,Individual,First Owner,124716
1241,2/1/2021 11:33:00 PM,2/14/2021 2:49:00 PM,720000,East,New York,Troy,Individual,First Owner,124717
1242,2/2/2021 12:09:00 AM,2/8/2021 10:05:00 AM,500000,East,New York,Valley Stream,Individual,First Owner,124718
1243,2/2/2021 12:15:00 AM,2/17/2021 3:47:00 PM,570000,East,New York,Valley Stream,Individual,First Owner,124719
1244,2/2/2021 12:34:00 AM,2/20/2021 2:17:00 PM,210000,East,New York,Troy,Individual,First Owner,124720
1245,2/2/2021 1:00:00 AM,2/13/2021 1:21:00 PM,120000,East,New York,Valley Stream,Individual,First Owner,124721
1246,2/2/2021 2:33:00 AM,2/13/2021 8:47:00 AM,95000,East,New York,Troy,Individual,Fourth & Above Owner,124722
1247,2/2/2021 3:48:00 AM,2/6/2021 1:53:00 PM,196000,East,New York,Utica,Individual,Third Owner,124723
1248,2/2/2021 7:05:00 AM,2/17/2021 10:21:00 AM,392000,East,New York,Utica,Individual,First Owner,124724
1249,2/2/2021 8:35:00 AM,2/13/2021 6:06:00 AM,150000,East,New York,Utica,Individual,First Owner,124725
1250,2/2/2021 8:38:00 AM,2/16/2021 1:09:00 PM,595000,East,New York,Valley Stream,Individual,First Owner,124726
1251,2/2/2021 8:47:00 AM,2/10/2021 2:52:00 PM,833000,East,New York,Utica,Individual,First Owner,124727
1252,2/2/2021 8:58:00 AM,null,280000,South,Florida,Tampa,Individual,First Owner,124728
1253,2/2/2021 9:23:00 AM,2/9/2021 9:32:00 AM,35000,West,Oregon,Troutdale,Individual,Second Owner,124729
1254,2/2/2021 9:33:00 AM,3/1/2021 9:35:00 AM,180000,South,Florida,Titusville,Individual,Third Owner,124730
1255,2/2/2021 9:39:00 AM,2/16/2021 11:38:00 AM,225000,South,Florida,Titusville,Individual,First Owner,124731
1256,2/2/2021 9:48:00 AM,2/10/2021 8:14:00 AM,1400000,West,Oregon,Troutdale,Individual,First Owner,124732
1257,2/2/2021 10:07:00 AM,2/14/2021 11:45:00 AM,340000,South,Florida,Tampa,Individual,First Owner,124733
1258,2/2/2021 10:28:00 AM,3/17/2021 3:16:00 PM,550000,South,Florida,Tampa,Individual,First Owner,124734
1259,2/2/2021 10:43:00 AM,null,400000,South,Florida,Tampa,Individual,Second Owner,124735
1260,2/2/2021 11:11:00 AM,2/13/2021 1:53:00 AM,90000,South,Florida,Tamarac,Individual,Third Owner,124736
1261,2/2/2021 11:15:00 AM,3/1/2021 6:37:00 AM,650000,South,South Carolina,Taylors,Individual,First Owner,124737
1262,2/2/2021 11:23:00 AM,2/8/2021 4:18:00 PM,730000,South,South Carolina,Taylors,Individual,First Owner,124738
1263,2/2/2021 11:40:00 AM,2/13/2021 8:57:00 AM,125000,South,South Carolina,Taylors,Individual,First Owner,124739
1264,2/2/2021 11:41:00 AM,2/10/2021 9:47:00 AM,81000,South,Florida,Tampa,Individual,Fourth & Above Owner,124740
1265,2/2/2021 11:42:00 AM,2/13/2021 12:14:00 PM,170000,West,Oregon,Troutdale,Individual,Second Owner,124741
1266,2/2/2021 11:56:00 AM,2/22/2021 9:52:00 AM,81000,West,Oregon,Troutdale,Individual,Fourth & Above Owner,124742
1267,2/2/2021 11:58:00 AM,2/14/2021 4:54:00 AM,95000,West,Oregon,Troutdale,Individual,Third Owner,124743
1268,2/2/2021 12:08:00 PM,2/8/2021 12:47:00 PM,55000,South,Florida,Tampa,Individual,Third Owner,124744
1269,2/2/2021 12:25:00 PM,2/14/2021 6:09:00 AM,880000,South,South Carolina,Taylors,Individual,First Owner,124745
1270,2/2/2021 12:31:00 PM,2/15/2021 3:43:00 PM,200000,South,Florida,Tampa,Individual,First Owner,124746
1271,2/2/2021 12:34:00 PM,2/6/2021 2:55:00 PM,480000,Central,Michigan,Canton,Individual,First Owner,124747
1272,2/2/2021 12:37:00 PM,2/13/2021 11:24:00 AM,480000,Central,Michigan,Dearborn,Individual,First Owner,124748
1273,2/2/2021 1:26:00 PM,2/10/2021 10:23:00 AM,700000,Central,Michigan,Dearborn,Individual,First Owner,124749
1274,2/2/2021 1:27:00 PM,2/13/2021 12:35:00 PM,850000,Central,Michigan,Dearborn Heights,Individual,First Owner,124750
1275,2/2/2021 1:32:00 PM,2/8/2021 3:32:00 PM,300000,Central,Michigan,Canton,Individual,First Owner,124751
1276,2/2/2021 1:51:00 PM,2/10/2021 12:26:00 PM,650000,Central,Michigan,Canton,Individual,First Owner,124752
1277,2/2/2021 2:42:00 PM,2/14/2021 12:35:00 PM,220000,East,New York,Bethpage,Individual,First Owner,124753
1278,2/2/2021 3:08:00 PM,3/7/2021 9:58:00 AM,300000,Central,Michigan,Dearborn,Individual,First Owner,124754
1279,2/2/2021 3:18:00 PM,2/7/2021 11:11:00 AM,450000,Central,Michigan,Clinton,Individual,First Owner,124755
1280,2/2/2021 3:22:00 PM,2/10/2021 9:27:00 AM,400000,Central,Michigan,Clinton,Individual,First Owner,124756
1281,2/2/2021 3:48:00 PM,2/14/2021 2:32:00 PM,1030000,Central,Michigan,Clinton,Individual,First Owner,124757
1282,2/2/2021 3:53:00 PM,2/10/2021 8:17:00 AM,190000,Central,Michigan,Dearborn Heights,Individual,Second Owner,124758
1283,2/2/2021 4:04:00 PM,2/8/2021 2:08:00 PM,140000,Central,Michigan,Dearborn Heights,Individual,Second Owner,124759
1284,2/2/2021 4:18:00 PM,2/10/2021 8:54:00 AM,800000,Central,Michigan,Canton,Individual,First Owner,124760
1285,2/2/2021 4:32:00 PM,2/8/2021 1:42:00 PM,229999,East,New York,Bethpage,Individual,Third Owner,124761
1286,2/2/2021 5:00:00 PM,2/15/2021 4:22:00 PM,300000,Central,Michigan,Dearborn,Individual,Second Owner,124762
1287,2/2/2021 5:05:00 PM,2/17/2021 10:41:00 AM,375000,Central,Michigan,Clinton,Individual,Second Owner,124763
1288,2/2/2021 5:10:00 PM,2/14/2021 8:12:00 AM,140000,South,Florida,West Palm Beach,Individual,First Owner,124764
1289,2/2/2021 5:22:00 PM,2/17/2021 2:09:00 PM,60000,Central,Wisconsin,Watertown,Individual,Second Owner,124765
1290,2/2/2021 5:43:00 PM,2/9/2021 1:41:00 PM,420000,Central,Wisconsin,Watertown,Individual,Second Owner,124766
1291,2/2/2021 5:56:00 PM,2/8/2021 9:57:00 AM,300000,West,Oregon,West Linn,Individual,Third Owner,124767
1292,2/2/2021 5:57:00 PM,2/15/2021 5:04:00 AM,150000,West,Oregon,West Linn,Individual,First Owner,124768
1293,2/2/2021 6:27:00 PM,2/9/2021 5:57:00 PM,600000,West,Oregon,West Linn,Individual,First Owner,124769
1294,2/2/2021 6:46:00 PM,2/21/2021 11:57:00 AM,204999,Central,Wisconsin,Watertown,Individual,Second Owner,124770
1295,2/2/2021 6:59:00 PM,2/8/2021 3:17:00 PM,625000,West,Oregon,West Linn,Individual,First Owner,124771
1296,2/2/2021 7:17:00 PM,2/20/2021 3:07:00 PM,280000,West,Oregon,West Linn,Individual,First Owner,124772
1297,2/2/2021 7:50:00 PM,2/24/2021 1:47:00 PM,1050000,South,Florida,West Palm Beach,Individual,Second Owner,124773
1298,2/2/2021 7:59:00 PM,2/10/2021 12:09:00 PM,250000,Central,Wisconsin,Watertown,Individual,Second Owner,124774
1299,2/2/2021 8:01:00 PM,2/17/2021 8:08:00 AM,535000,Central,Wisconsin,Watertown,Individual,Second Owner,124775
1300,2/2/2021 8:04:00 PM,2/10/2021 11:12:00 AM,400000,West,California,Los Altos,Individual,Second Owner,124776
1301,2/2/2021 8:18:00 PM,2/10/2021 8:29:00 AM,610000,West,California,Los Gatos,Individual,First Owner,124777
1302,2/2/2021 9:15:00 PM,2/16/2021 11:42:00 AM,509999,West,California,Los Banos,Individual,First Owner,124778
1303,2/2/2021 9:18:00 PM,2/7/2021 1:04:00 PM,521000,West,California,Los Altos,Individual,Second Owner,124779
1304,2/2/2021 9:38:00 PM,3/2/2021 10:14:00 AM,511000,West,California,Los Altos,Individual,First Owner,124780
1305,2/2/2021 9:40:00 PM,2/16/2021 3:27:00 PM,451000,West,California,Los Altos,Individual,First Owner,124781
1306,2/2/2021 9:51:00 PM,2/20/2021 5:03:00 PM,170000,East,New Jersey,Millville,Individual,First Owner,124782
1307,2/2/2021 10:08:00 PM,2/8/2021 1:48:00 PM,450000,East,New Hampshire,Merrimack,Individual,Second Owner,124783
1308,2/2/2021 10:08:00 PM,3/8/2021 2:05:00 PM,375000,West,California,Los Altos,Individual,Second Owner,124784
1309,2/2/2021 11:09:00 PM,3/8/2021 6:16:00 PM,305000,West,California,Los Banos,Individual,Second Owner,124785
1310,2/2/2021 11:24:00 PM,2/15/2021 6:51:00 PM,315000,West,California,Los Altos,Individual,First Owner,124786
1311,2/3/2021 12:04:00 AM,null,250000,West,California,Los Gatos,Individual,Second Owner,124787
1312,2/3/2021 12:18:00 AM,2/9/2021 6:08:00 PM,200000,West,California,Long Beach,Individual,Second Owner,124788
1313,2/3/2021 12:55:00 AM,null,950000,West,California,Manhattan Beach,Individual,First Owner,124789
1314,2/3/2021 12:55:00 AM,2/14/2021 2:15:00 PM,400000,West,California,Manhattan Beach,Individual,Third Owner,124790
1315,2/3/2021 12:58:00 AM,2/9/2021 2:14:00 PM,509999,West,California,Manhattan Beach,Individual,Second Owner,124791
1316,2/3/2021 1:03:00 AM,null,375000,West,California,Long Beach,Individual,Third Owner,124792
1317,2/3/2021 1:06:00 AM,5/5/2021 12:09:00 AM,150000,West,California,Los Gatos,Individual,Third Owner,124793
1318,2/3/2021 6:55:00 AM,2/15/2021 2:22:00 PM,75000,West,California,Los Gatos,Individual,First Owner,124794
1319,2/3/2021 9:01:00 AM,2/15/2021 8:42:00 AM,465000,West,California,Los Gatos,Individual,Second Owner,124795
1320,2/3/2021 9:42:00 AM,2/7/2021 7:15:00 PM,700000,West,California,Los Gatos,Individual,First Owner,124796
1321,2/3/2021 9:44:00 AM,2/8/2021 4:07:00 PM,950000,West,California,Los Banos,Individual,Third Owner,124797
1322,2/3/2021 9:51:00 AM,2/13/2021 11:08:00 AM,610000,West,California,Los Banos,Individual,First Owner,124798
1324,2/3/2021 10:09:00 AM,2/10/2021 9:26:00 AM,235000,West,California,Los Altos,Individual,First Owner,124800
1325,2/3/2021 10:15:00 AM,2/16/2021 1:13:00 PM,330000,East,Maine,Westbrook,Individual,First Owner,124801
1326,2/3/2021 11:05:00 AM,2/23/2021 10:18:00 AM,472000,West,California,Manhattan Beach,Individual,First Owner,124802
1327,2/3/2021 11:05:00 AM,2/13/2021 11:38:00 AM,585000,West,California,Manhattan Beach,Individual,First Owner,124803
1328,2/3/2021 11:31:00 AM,null,500000,West,California,Los Gatos,Individual,First Owner,124804
1329,2/3/2021 11:33:00 AM,2/17/2021 4:43:00 PM,360000,West,California,Manhattan Beach,Individual,First Owner,124805
1330,2/3/2021 11:42:00 AM,2/15/2021 11:17:00 AM,649000,West,California,Manhattan Beach,Individual,First Owner,124806
1331,2/3/2021 11:58:00 AM,2/17/2021 9:54:00 AM,200000,East,New Jersey,Newark,Individual,First Owner,124807
1333,2/3/2021 12:05:00 PM,2/23/2021 3:21:00 PM,400000,East,Connecticut,Norwich,Individual,First Owner,124809
1334,2/3/2021 12:54:00 PM,2/17/2021 5:04:00 PM,250000,West,California,Los Gatos,Individual,Second Owner,124810
1335,2/3/2021 1:02:00 PM,2/14/2021 2:15:00 PM,1200000,South,Florida,Miramar,Individual,First Owner,124811
1336,2/3/2021 1:12:00 PM,2/15/2021 3:25:00 PM,250000,South,Florida,Miramar,Individual,Second Owner,124812
1337,2/3/2021 1:32:00 PM,2/21/2021 4:56:00 PM,819999,South,Florida,Miramar,Individual,First Owner,124813
1338,2/3/2021 1:41:00 PM,2/17/2021 1:08:00 PM,800000,South,Florida,Miramar,Individual,Second Owner,124814
1339,2/3/2021 1:58:00 PM,2/17/2021 4:56:00 PM,429000,West,Idaho,Boise,Dealer,Second Owner,124815
1340,2/3/2021 2:03:00 PM,2/8/2021 9:47:00 AM,150000,South,Florida,Miramar,Individual,Third Owner,124816
1342,2/3/2021 3:03:00 PM,2/10/2021 2:53:00 PM,170000,South,Florida,Miramar,Individual,First Owner,124818
1343,2/3/2021 3:20:00 PM,2/11/2021 2:41:00 AM,335000,West,Idaho,Boise,Dealer,First Owner,124819
1344,2/3/2021 4:08:00 PM,null,465000,West,Idaho,Boise,Dealer,First Owner,124820
1345,2/3/2021 4:10:00 PM,2/7/2021 10:45:00 AM,360000,South,Florida,Miramar,Individual,Second Owner,124821
1346,2/3/2021 4:13:00 PM,2/8/2021 6:48:00 PM,570000,West,California,Lemon Grove,Individual,First Owner,124822
1347,2/3/2021 4:25:00 PM,2/10/2021 10:51:00 AM,350000,West,California,Lemon Grove,Individual,Second Owner,124823
1349,2/3/2021 4:30:00 PM,2/20/2021 1:32:00 PM,700000,East,New Jersey,Irvington,Individual,First Owner,124825
1350,2/3/2021 4:32:00 PM,2/13/2021 4:47:00 PM,375000,East,New Jersey,Maple Shade,Individual,Second Owner,124826
1351,2/3/2021 4:45:00 PM,2/20/2021 4:58:00 PM,450000,West,California,Lemon Grove,Individual,First Owner,124827
1352,2/3/2021 5:16:00 PM,2/13/2021 10:21:00 AM,325000,West,California,Lemon Grove,Individual,Third Owner,124828
1353,2/3/2021 5:20:00 PM,2/9/2021 9:51:00 AM,260000,East,New York,Holbrook,Individual,Third Owner,124829
1354,2/3/2021 5:29:00 PM,2/10/2021 2:07:00 PM,130000,East,New York,Holbrook,Individual,Third Owner,124830
1355,2/3/2021 6:08:00 PM,3/1/2021 11:24:00 AM,150000,East,New York,Holbrook,Individual,Fourth & Above Owner,124831
1356,2/3/2021 6:25:00 PM,2/11/2021 6:21:00 AM,220000,East,Massachusetts,Westford,Individual,First Owner,124832
1357,2/3/2021 6:43:00 PM,2/20/2021 12:53:00 PM,275000,East,New Jersey,Paterson,Individual,First Owner,124833
1358,2/3/2021 7:12:00 PM,3/1/2021 4:27:00 PM,455000,East,New York,Holbrook,Individual,First Owner,124834
1359,2/3/2021 7:23:00 PM,2/17/2021 9:38:00 AM,570000,East,New York,Holbrook,Individual,First Owner,124835
1360,2/3/2021 7:52:00 PM,2/15/2021 7:44:00 AM,330000,East,New York,Holbrook,Individual,Third Owner,124836
1361,2/3/2021 7:56:00 PM,2/9/2021 2:24:00 PM,1576000,Central,Minnesota,Brooklyn Center,Individual,First Owner,124837
1362,2/3/2021 8:08:00 PM,null,450000,Central,Minnesota,Brooklyn Center,Individual,Fourth & Above Owner,124838
1363,2/3/2021 8:30:00 PM,2/20/2021 11:43:00 AM,250000,Central,Minnesota,Brooklyn Center,Individual,First Owner,124839
1364,2/3/2021 9:22:00 PM,2/12/2021 10:34:00 AM,165000,Central,Minnesota,Brooklyn Park,Individual,Third Owner,124840
1365,2/3/2021 9:36:00 PM,2/15/2021 6:18:00 PM,800000,Central,Minnesota,Burnsville,Dealer,First Owner,124841
1366,2/3/2021 9:44:00 PM,2/14/2021 2:41:00 PM,680000,Central,Minnesota,Brooklyn Park,Dealer,First Owner,124842
1367,2/3/2021 9:54:00 PM,2/9/2021 8:25:00 AM,525000,Central,Minnesota,Burnsville,Dealer,First Owner,124843
1368,2/3/2021 10:11:00 PM,2/15/2021 4:23:00 PM,825000,Central,Minnesota,Bloomington,Dealer,First Owner,124844
1369,2/3/2021 10:18:00 PM,2/16/2021 12:44:00 PM,750000,Central,Minnesota,Blaine,Dealer,First Owner,124845
1370,2/3/2021 10:21:00 PM,6/14/2021 2:42:00 PM,950000,Central,Minnesota,Blaine,Dealer,First Owner,124846
1371,2/3/2021 10:32:00 PM,2/13/2021 8:12:00 AM,950000,Central,Minnesota,Blaine,Dealer,First Owner,124847
